HAZUS_class_final,BRKEY,Strucname,Maxspan,Length,Mainspans,Total_Spans,NBI_Class,Seismic Design,Year of Most Recent Improvement,HAZUS_iseqType,
HWB10,35C0077,FIESTA CHANNEL,5.7,17.5,5,5,201,N,1955,na,
HWB10,56 0209R,HAPPY GULCH,6.7,17.4,3,3,201,N,1965,na,
HWB10,39C0219,CCID MAIN CANAL,5.8,17.4,3,3,201,N,1926,na,
HWB10,29C0305,CHANNEL A BRANCH,4.3,17.4,4,4,201,N,1927,na,
HWB10,46C0198,SOUTH FORK KAWEAH RIVER,5.8,17.4,3,3,201,N,1965,na,
HWB10,42C0447,FOWLER SWITCH CANAL,5.8,17.4,3,3,201,N,1972,na,
HWB10,46C0396,DEEP CREEK,6.7,17.4,3,3,201,N,1951,na,
HWB10,11C0124,SALT CREEK,5.8,17.4,3,3,201,N,1955,na,
HWB10,39C0180,FAIRFIELD CANAL,8.5,17.4,3,3,201,N,1955,na,
HWB10,29C0351,NORTH LITTLE JOHNS CREEK,6.7,17.4,3,3,201,N,1961,na,
HWB10,29C0350,SOUTH BRANCH DUCK CREEK,6.9,17.4,3,3,201,N,1961,na,
HWB10,20C0462,RINCON CREEK,7.9,17.4,2,2,201,N,1962,na,
HWB10,53C1527,MAREK CYN WASH,7.9,17.4,2,2,201,N,1970,na,
HWB10,51 0050R,SANTA MONICA CREEK,5.5,17.2,3,3,201,N,1968,na,
HWB10,51 0050L,SANTA MONICA CREEK,5.5,17.2,3,3,201,N,1955,na,
HWB10,51C0386,SANTA MONICA CREEK,5.5,17.2,3,3,201,N,1953,na,
HWB10,39 0038,CCID MAIN CANAL,5.5,17.1,3,3,201,N,1964,na,
HWB10,07 0062,WILLOW CREEK,5.5,17.1,3,3,201,N,1966,na,
HWB10,39C0214,CCID MAIN CANAL,5.8,17.1,3,3,201,N,1923,na,
HWB10,39C0215,CCID MAIN CANAL,5.8,17.1,3,3,201,N,1926,na,
HWB10,21C0055,DRY CREEK,7.6,17.1,2,2,204,N,1930,na,
HWB10,42C0411,ALTA EAST BRANCH CANAL,5.8,17.1,3,3,201,N,1940,na,
HWB10,42C0361,MURPHY SLOUGH,6.6,17.1,3,3,201,N,1948,na,
HWB10,46C0412,KRAMER CREEK,6.7,17.1,3,3,201,N,1948,na,
HWB10,24C0318,CRIPPLE CREEK,8.2,17.1,2,2,201,N,1960,na,
HWB10,11C0001,GLENN-COLUSA CANAL,5.5,17.1,3,3,201,N,1964,na,
HWB10,06C0133,ANDERSON CREEK,5.8,17.1,3,3,201,N,1969,na,
HWB10,40C0042,SAXON CREEK,8.2,17.1,2,2,201,N,1972,na,
HWB10,53C1289,BULL CREEK,8.5,17.1,2,2,201,N,1974,na,
HWB10,56 0166L,FORNAT WASH,5.8,17,3,3,201,N,1966,na,
HWB10,15 0064L,PETROLEUM CREEK,7.9,17,3,3,201,N,1967,na,
HWB10,46C0341,SAND CREEK,5.5,16.9,3,3,201,N,1950,na,
HWB10,38 0063,QUARTZ LEDGE CREEK,7.6,16.8,2,2,204,N,1918,na,
HWB10,24 0016,STRAWBERRY CREEK,5.5,16.8,3,3,201,N,1955,na,
HWB10,53 0355,PIPE LINE UC,5.5,16.8,3,3,201,N,1948,na,
HWB10,41 0039,FRIANT-MADERA CANAL,11,16.8,3,3,204,N,1941,na,
HWB10,46 0017,DEEP CREEK,7.9,16.8,2,2,201,N,1966,na,
HWB10,36 0040,COWARD CREEK,6.4,16.8,3,3,201,N,1961,na,
HWB10,49C0334,MORRO CREEK,7.9,16.8,2,2,204,N,1955,na,
HWB10,37C0011,STEVENS CREEK,7.9,16.8,2,2,204,N,1947,na,
HWB10,38C0236,M.I.D. MAIN CANAL,4,16.8,4,4,201,N,1924,na,
HWB10,12C0402,EDGAR SLOUGH OVERFLOW,4,16.8,4,4,201,N,1930,na,
HWB10,38C0217,DEL PUERTO CREEK,4,16.8,4,4,201,N,1935,na,
HWB10,42C0464,LOS GATOS CREEK,7.2,16.8,3,3,201,N,1945,na,
HWB10,46C0286,SOUTH BRANCH TULE RIVER,5.5,16.8,3,3,201,N,1949,na,
HWB10,06C0085,CANYON HOLLOW CREEK,7.9,16.8,2,2,201,N,1950,na,
HWB10,38C0179,M.I.D. LATERAL #3,5.5,16.8,3,3,201,N,1951,na,
HWB10,38C0177,M.I.D. LATERAL #3,5.5,16.8,3,3,201,N,1952,na,
HWB10,06C0288,CLOVER CREEK,8.2,16.8,2,2,201,N,1964,na,
HWB10,45C0129,COASTAL AQUEDUCT,8.2,16.8,2,2,201,N,1965,na,
HWB10,02C0126,BARKHOUSE CREEK,8.1,16.8,2,2,201,N,1969,na,
HWB10,35C0155,SAN MATEO CREEK,11.5,16.7,3,3,204,N,1924,na,
HWB10,37C0365,STEVENS CREEK,12.5,16.6,3,3,204,N,1930,na,
HWB10,27 0021,OLEMA CREEK,4.9,16.5,3,3,201,N,1928,na,
HWB10,27 0020,OLEMA CREEK,4.9,16.5,3,3,201,N,1928,na,
HWB10,12 0118,JUNCTION DRAW,7.9,16.5,2,2,201,N,1952,na,
HWB10,56 0466R,WEST SADDLE GULCH,7.9,16.5,2,2,201,N,1965,na,
HWB10,56 0466L,WEST SADDLE GULCH,7.9,16.5,2,2,201,N,1965,na,
HWB10,53C1842,EATON WASH,8.2,16.5,2,2,204,N,1973,na,
HWB10,16C0042,WEST BEST SLOUGH,8.1,16.5,2,2,204,N,1927,na,
HWB10,29C0052,MOSHER SLOUGH,5.3,16.5,3,3,201,N,1970,na,
HWB10,46C0192,DRY CREEK,11,16.5,3,3,201,N,1940,na,
HWB10,46C0181,HICKMAN CREEK,6.7,16.5,3,3,201,N,1949,na,
HWB10,06C0334,A.C.I.D. CANAL,7.9,16.5,2,2,201,N,1950,na,
HWB10,46C0319,WHITE RIVER,7.9,16.5,2,2,201,N,1956,na,
HWB10,42C0395,COLONY MAIN CANAL (DOS PALOS CANAL),7.9,16.5,2,2,201,N,1960,na,
HWB10,24C0320,CRIPPLE CREEK,7.9,16.5,2,2,201,N,1961,na,
HWB10,29C0080,PADDY CREEK SOUTH,7.9,16.5,2,2,201,N,1962,na,
HWB10,42C0449,FOWLER SWITCH CANAL,8.1,16.5,2,2,201,N,1964,na,
HWB10,39C0160,CANAL CREEK,8.2,16.5,2,2,201,N,1965,na,
HWB10,27C0030,ARROYO CORTE MADERA DEL PRESIDIO,8.1,16.5,2,2,201,N,1970,na,
HWB10,29C0380,MIDDLE BR PADDY CREEK,7.9,16.5,2,2,201,N,1971,na,
HWB10,29C0222,BEAR CREEK,7.9,16.5,2,2,201,N,1971,na,
HWB10,12C0343,WYMAN RAVINE,7.9,16.5,2,2,201,N,1972,na,
HWB10,29C0223,SOUTH BRANCH CHANNEL A,7.9,16.5,2,2,201,N,1972,na,
HWB10,58C0095,NEW RIVER (W. 2ND ST),7.9,16.5,2,2,201,N,1973,na,
HWB10,26C0036,SUTTER CREEK,3.3,16.4,5,5,201,N,1960,na,
HWB10,38C0224,T.I.D. CERES MAIN CANAL,4,16.3,4,4,201,N,1960,na,
HWB10,50 0013,MAIN DRAIN CANAL,6.1,16.2,3,3,201,N,1962,na,
HWB10,39 0104,MILES CREEK,7.6,16.2,2,2,201,N,1955,na,
HWB10,57 0591,PEPPER CREEK,6.4,16.2,3,3,201,N,1966,na,
HWB10,45C0023,LEMOORE CANAL,7.8,16.2,2,2,204,N,1957,na,
HWB10,20C0257,FOWLER CREEK,5.3,16.2,3,3,201,N,1965,na,
HWB10,35C0141,SAN MATEO CREEK,7.6,16.2,3,3,201,N,1920,na,
HWB10,38C0090,T.I.D. MAIN CANAL,5.2,16.2,3,3,204,N,1962,na,
HWB10,53C0396,SANTA ANITA WASH,7.9,16.2,2,2,204,N,1928,na,
HWB10,35C0145,SANCHEZ CREEK,7.6,16.2,2,2,204,N,1930,na,
HWB10,15C0084,GLENN-COLUSA CANAL,4,16.2,4,4,201,N,1930,na,
HWB10,39C0154,ESCALADIAN CANAL,7.9,16.2,2,2,201,N,1940,na,
HWB10,40C0010,CORBET CREEK,7.9,16.2,2,2,201,N,1947,na,
HWB10,40C0008,BEAR CREEK,7.9,16.2,2,2,201,N,1948,na,
HWB10,46C0381,PACKWOOD CREEK,6.1,16.2,3,3,201,N,1949,na,
HWB10,42C0557,FOWLER SWITCH CANAL,5.2,16.2,3,3,201,N,1952,na,
HWB10,03C0002,PIT RIVER SLOUGH,6.1,16.2,3,3,201,N,1955,na,
HWB10,03C0070,PIT RIVER SLOUGH,6.1,16.2,3,3,201,N,1955,na,
HWB10,42C0420,WAHTOKE CREEK,6.1,16.2,3,3,201,N,1959,na,
HWB10,27C0083,MILLER CREEK,7.9,16.2,2,2,201,N,1970,na,
HWB10,10C0149,HOWELL CREEK,6.1,16.1,3,3,201,N,1958,na,
HWB10,39 0047,GARZAS CREEK BYPASS,5.1,16,3,3,201,N,1973,na,
HWB10,42C0458,LOS GATOS CREEK,7.6,16,2,2,201,N,1974,na,
HWB10,42C0455,LOS GATOS CREEK,7.6,16,2,2,201,N,1974,na,
HWB10,39C0062,DUTCHMAN CREEK,7.6,16,2,2,201,N,1974,na,
HWB10,39 0068,BLACK RASCAL CANAL,7.3,15.9,2,2,204,N,1916,na,
HWB10,42C0178,FOWLER SWITCH CANAL,5.2,15.9,3,3,201,N,1951,na,
HWB10,42C0439,CENTERVILLE & KINGSBURG CANAL,5.2,15.9,3,3,201,N,1949,na,
HWB10,42C0252,CENTERVILLE & KINGSBURG CANAL,5.2,15.9,3,3,201,N,1950,na,
HWB10,42C0460,LOS GATOS CREEK,7.3,15.9,2,2,201,N,1974,na,
HWB10,19 0034,WARD CREEK,7.3,15.8,2,2,201,N,1934,na,
HWB10,52 0090,BERGES CREEK,7.6,15.8,2,2,201,N,1953,na,
HWB10,10 0141,HARDY CREEK,6.1,15.8,3,3,201,N,1959,na,
HWB10,56 0099L,ADAIR DITCH,7.9,15.8,2,2,201,N,1967,na,
HWB10,56 0099R,ADAIR DITCH,7.9,15.8,2,2,201,N,1967,na,
HWB10,25C0112,CARSON CREEK,5.2,15.8,3,3,201,N,1918,na,
HWB10,38C0204,CCID MAIN CANAL,5.2,15.8,3,3,204,N,1962,na,
HWB10,16C0055,SOUTH FORK REEDS CREEK,5.2,15.8,3,3,201,N,1920,na,
HWB10,38C0237,T.I.D. MAIN CANAL,5.1,15.8,3,3,204,N,1961,na,
HWB10,39C0054,SAN JUAN CANAL,5.2,15.8,3,3,201,N,1942,na,
HWB10,29C0299,PIXLEY SLOUGH,4,15.8,4,4,201,N,1926,na,
HWB10,52I0002,LONG GRADE CANYON CREEK,10.4,15.8,3,3,204,N,1941,na,
HWB10,25C0071,GRANITE CREEK,5.8,15.8,3,3,201,N,1949,na,
HWB10,42C0436,CENTERVILLE & KINGSBURG CANAL,7.7,15.8,2,2,201,N,1949,na,
HWB10,28C0213,UNNAMED CREEK,5.2,15.8,3,3,201,N,1950,na,
HWB10,42C0176,ALTA EAST BRANCH CANAL,6.1,15.8,3,3,201,N,1951,na,
HWB10,46C0382,CAMERON CREEK,6.1,15.8,3,3,201,N,1953,na,
HWB10,23C0200,HORSE CREEK,6.4,15.8,2,2,201,N,1954,na,
HWB10,23C0036,MC CUNE CREEK,7.6,15.8,2,2,201,N,1958,na,
HWB10,53C0500,SANTA ANITA WASH,12.2,15.8,2,2,201,N,1965,na,
HWB10,24C0243,LAGUNA CREEK,7.6,15.8,2,2,201,N,1967,na,
HWB10,38C0252,T.I.D. CERES MAIN CANAL,5.2,15.8,3,3,201,N,1967,na,
HWB10,29C0215,BRANCH MOSHER SLOUGH,6.1,15.8,3,3,201,N,1969,na,
HWB10,42C0459,LOS GATOS CREEK,7.3,15.8,2,2,201,N,1974,na,
HWB10,39C0064,NORTH BRANCH DEADMAN CREEK,7.6,15.8,2,2,201,N,1974,na,
HWB10,50C0202,SHORT MAIN CANAL,7.6,15.8,2,2,201,N,1974,na,
HWB10,45 0024,AX CANAL,5.2,15.5,3,3,201,N,1952,na,
HWB10,46 0057R,TULE RIVER OVERFLOW #1,7.3,15.5,2,2,201,N,1949,na,
HWB10,45C0031,LEMOORE CANAL,4.9,15.5,3,3,201,N,1958,na,
HWB10,29C0327,SOUTH BRANCH SOUTH LITTLEJOHNS CREEK,5.2,15.5,3,3,201,N,1926,na,
HWB10,38C0261,SOUTH SAN JOAQUIN MAIN CANAL,5,15.5,3,3,204,N,1927,na,
HWB10,42C0445,FOWLER SWITCH CANAL,5.2,15.5,3,3,201,N,1948,na,
HWB10,12C0348,LITTLE DRY CREEK,4.9,15.5,3,3,204,N,1928,na,
HWB10,38C0263,SOUTH SAN JOAQUIN MAIN CANAL,5,15.5,3,3,204,N,1928,na,
HWB10,53C1059,SIDEHILL SLOPE VIADUCT,7.6,15.5,2,2,201,N,1935,na,
HWB10,29C0177,SOUTH BRANCH SOUTH LITTLEJOHNS CREEK,5,15.5,3,3,201,N,1971,na,
HWB10,12C0319,KEEFER SLOUGH,3,15.5,5,5,201,N,1940,na,
HWB10,58C0066,CENTRAL MAIN (EVAN HEWES HWY),9.1,15.5,3,3,201,N,1940,na,
HWB10,42C0446,FOWLER SWITCH CANAL,3.7,15.5,4,4,201,N,1948,na,
HWB10,38C0096,CCID MAIN CANAL,6.1,15.5,3,3,201,N,1953,na,
HWB10,46C0398,TULARE IRRIGATION DISTRICT CANAL,7.3,15.5,2,2,201,N,1956,na,
HWB10,39C0158,CANAL CREEK,7.3,15.5,2,2,201,N,1960,na,
HWB10,27C0072,ROSS CREEK,7.6,15.4,3,3,201,N,1930,na,
HWB10,39 0067,S FORK BLACK RASCAL CREEK,4.9,15.3,3,3,201,N,1927,na,
HWB10,56 0464R,DESPERATION ARROYO,7.3,15.2,2,2,201,N,1965,na,
HWB10,56 0015R,ISORA DITCH,6.1,15.2,3,3,201,N,1969,na,
HWB10,56 0015L,ISORA DITCH,6.1,15.2,3,3,201,N,1969,na,
HWB10,27C0149,ROSS CREEK,7.8,15.2,3,3,201,N,1908,na,
HWB10,25C0122,DEER CREEK,7.6,15.2,2,2,204,N,1968,na,
HWB10,40C0058,OWENS CREEK,7.6,15.2,2,2,204,N,1920,na,
HWB10,42C0386,HERNDON CANAL,7.3,15.2,2,2,201,N,1945,na,
HWB10,38C0225,T.I.D. MAIN CANAL,5,15.2,3,3,204,N,1960,na,
HWB10,38C0230,M.I.D. MAIN CANAL,4.9,15.2,3,3,204,N,1961,na,
HWB10,38C0228,M.I.D. LATERAL #6,4.9,15.2,3,3,204,N,1959,na,
HWB10,38C0287,M.I.D. LATERAL #3,5,15.2,3,3,204,N,1925,na,
HWB10,38C0234,SOUTH SAN JOAQUIN MAIN CANAL,5,15.2,3,3,204,N,1929,na,
HWB10,11C0225,NORTH FORK LOGAN CREEK,7.3,15.2,2,2,204,N,1930,na,
HWB10,42C0336,ALTA MAIN CANAL DIVERSION CHANNEL (WAHTOKE CREEK),5.8,15.2,3,3,201,N,1972,na,
HWB10,23C0188,GIBSON CANYON CREEK,7.3,15.2,2,2,201,N,1954,na,
HWB10,53C1061,SIDEHILL SLOPE VIADUCT,4.6,15.2,3,3,201,N,1955,na,
HWB10,37C0362R,SUNNYVALE EAST CHANNEL,6.1,15.2,3,3,201,N,1961,na,
HWB10,37C0362L,SUNNYVALE EAST CHANNEL,6.1,15.2,3,3,201,N,1961,na,
HWB10,39C0357,CCID MAIN CANAL,7.3,15.2,2,2,201,N,1963,na,
HWB10,20C0281,COLGAN CREEK FLOOD CONTROL CHANNEL,7.3,15.2,2,2,201,N,1964,na,
HWB10,12C0230,EDGAR SLOUGH,7.3,15.2,2,2,201,N,1965,na,
HWB10,39C0234,NORTH FORK DEADMAN CREEK,7.3,15.2,2,2,201,N,1965,na,
HWB10,39C0175,MILES CREEK,7.3,15.2,2,2,201,N,1968,na,
HWB10,06C0216,CLOUGH CREEK,7.3,15.2,2,2,201,N,1969,na,
HWB10,56 0167R,WEST CHANNEL STUBBY WASH,11.9,15,3,3,204,N,1966,na,
HWB10,42C0170,FOWLER SWITCH CANAL,4.9,15,3,3,201,N,1948,na,
HWB10,46 0120,OUTSIDE CREEK,4.9,14.9,3,3,201,N,1970,na,
HWB10,50 0133R,LERDO CANAL,7.3,14.9,2,2,201,N,1964,na,
HWB10,57 0064,CANADA VERDE CREEK,10.1,14.9,3,3,201,N,1946,na,
HWB10,56 0259R,WINDY POINT CANYON,7.3,14.9,2,2,201,N,1948,na,
HWB10,57 0495S,SOUTH BRANCH CHOLLAS CREEK,5.8,14.9,3,3,201,N,1962,na,
HWB10,45C0059,LAST CHANCE DITCH,7.3,14.9,2,2,204,N,1918,na,
HWB10,45C0008,SWEET CANAL,4.9,14.9,3,3,201,N,1952,na,
HWB10,43C0049,TEQUISQUITA SLOUGH,4.9,14.9,3,3,201,N,1966,na,
HWB10,39C0071,SOUTH FORK DRY CREEK,5.2,14.9,3,3,201,N,1921,na,
HWB10,38C0150,T.I.D. CERES MAIN CANAL,4.9,14.9,3,3,204,N,1924,na,
HWB10,29C0318,SSJID CANAL,3.7,14.9,4,4,201,N,1928,na,
HWB10,12C0347,LITTLE DRY CREEK,4.9,14.9,3,3,204,N,1930,na,
HWB10,11C0059,WILLOW CREEK,7.3,14.9,2,2,204,N,1960,na,
HWB10,15C0003,STONE CORRAL CREEK,7.3,14.9,2,2,201,N,1947,na,
HWB10,46C0298,PORTER SLOUGH,4.9,14.9,3,3,201,N,1948,na,
HWB10,11C0207,STONY CREEK IRRIGATION CANAL,7.3,14.9,2,2,201,N,1950,na,
HWB10,06C0264,SALT CREEK,7.3,14.9,2,2,201,N,1960,na,
HWB10,29C0291,SOUTH FORK COYOTE CREEK,7.6,14.9,2,2,201,N,1969,na,
HWB10,12C0354,NANCE CANYON,3.7,14.7,4,4,201,N,1931,na,
HWB10,12 0040,BIGGS EXTENSION CANAL,7.2,14.6,2,2,201,N,1951,na,
HWB10,50 0180,POSO CREEK OVERFLOW,7.3,14.6,2,2,201,N,1968,na,
HWB10,08C0163,SOUR GRASS CREEK,5.2,14.6,3,3,201,N,1919,na,
HWB10,25C0076,WEBER CREEK,7.1,14.6,2,2,204,N,1922,na,
HWB10,39C0296,LATERAL #6,4.7,14.6,2,2,201,N,1925,na,
HWB10,52C0107M,SANTA CLARA AVENUE DRAIN,3,14.6,4,4,201,N,1929,na,
HWB10,46C0170,PORTER SLOUGH,4.9,14.6,3,3,201,N,1953,na,
HWB10,35C0105,EASTON CREEK,9.4,14.6,2,2,204,N,1936,na,
HWB10,12C0303,RED BARN SLOUGH,4.9,14.6,3,3,204,N,1936,na,
HWB10,12C0309,CHANNEL CROSSING,4.9,14.6,3,3,204,N,1940,na,
HWB10,22C0120,DRY SLOUGH,7,14.6,2,2,201,N,1947,na,
HWB10,43C0026,LOS AGUILAS CREEK,9.1,14.6,3,3,201,N,1947,na,
HWB10,40C0033,WEST FORK CHOWCHILLA RIVER,7.2,14.6,2,2,201,N,1948,na,
HWB10,46C0339,ALTA CANAL (ALTA EAST BRANCH CANAL),6.1,14.6,4,4,201,N,1948,na,
HWB10,46C0384,CAMERON CREEK,5.5,14.6,3,3,201,N,1949,na,
HWB10,46C0408,OAKES DITCH,5.5,14.6,3,3,201,N,1949,na,
HWB10,57C0346,S FORK KEYS CYN (LILAC RD),7,14.6,2,2,201,N,1950,na,
HWB10,46C0434,PACKWOOD CREEK,5.5,14.6,3,3,201,N,1951,na,
HWB10,46C0385,TULARE IRRIGATION DISTRICT CANAL,5.5,14.6,3,3,201,N,1951,na,
HWB10,46C0409,PACKWOOD CREEK,5.5,14.6,3,3,201,N,1951,na,
HWB10,53C1432,SYCAMORE CYN CHAN,7,14.6,2,2,201,N,1954,na,
HWB10,42C0058,CRESCENT DITCH,4.7,14.6,3,3,201,N,1955,na,
HWB10,39C0138,LIVINGSTON CANAL,6.1,14.6,2,2,201,N,1960,na,
HWB10,39C0249,SANTA FE CANAL,6.7,14.6,2,2,201,N,1970,na,
HWB10,56C0195,CATHEDRAL CANYON N CHANNEL,7.3,14.6,2,2,201,N,1973,na,
HWB10,56 0351,SAN GORGONIO OVERFLOW,7.2,14.5,4,4,201,N,1970,na,
HWB10,24C0291,FLORIN CREEK,5.6,14.5,3,3,201,N,1970,na,
HWB10,29 0044,SOUTH SAN JOAQUIN IRRIGATION CANAL,7.3,14.4,2,2,201,N,1971,na,
HWB10,42C0565,CENTERVILLE & KINGSBURG CANAL,4.6,14.4,3,3,201,N,1956,na,
HWB10,46C0091,WHITE RIVER,4.6,14.4,3,3,201,N,1931,na,
HWB10,39C0046L,BEAR CREEK OVERFLOW,5.5,14.4,4,4,201,N,1938,na,
HWB10,02 0147L,BRUINSMA UC,5.5,14.3,3,3,201,N,1969,na,
HWB10,02 0147R,BRUINSMA UC,5.5,14.3,3,3,201,N,1969,na,
HWB10,30C0019,YOUNGS CREEK,6.4,14.3,2,2,204,N,1917,na,
HWB10,38C0208,CCID MAIN CANAL,4.6,14.3,3,3,201,N,1926,na,
HWB10,38C0183,CCID MAIN CANAL,4.6,14.3,3,3,201,N,1926,na,
HWB10,39C0283,SOUTH SLOUGH,7,14.3,2,2,204,N,1927,na,
HWB10,30C0068,INDIAN CREEK,4.6,14.3,3,3,201,N,1936,na,
HWB10,39C0046R,BEAR CREEK OVERFLOW,5.5,14.3,4,4,201,N,1938,na,
HWB10,50C0085,GRANITE CANYON CREEK,7,14.3,2,2,201,N,1948,na,
HWB10,06C0163,A.C.I.D. CANAL,6.7,14.3,2,2,201,N,1950,na,
HWB10,42C0183,FRESNO CANAL,7,14.3,2,2,201,N,1953,na,
HWB10,44C0067,MAIN CANAL,6.7,14.3,2,2,201,N,1960,na,
HWB10,39C0169,DEADMAN CREEK,6.7,14.3,2,2,201,N,1960,na,
HWB10,24C0223,MAGPIE CREEK DIVERSION,7,14.3,2,2,201,N,1970,na,
HWB10,24C0224,MAGPIE CREEK DIVERSION,7,14.3,2,2,201,N,1970,na,
HWB10,49 0041,CARRIZO CREEK,6.9,14,2,2,201,N,1941,na,
HWB10,53 0065R,PALOMAS WASH,6.7,14,2,2,201,N,1969,na,
HWB10,53 0065Z,PALOMAS WASH,6.7,14,2,2,201,N,1951,na,
HWB10,08C0164,MOORE CREEK,5.2,14,3,3,201,N,1919,na,
HWB10,16C0075,SIMMERLY SLOUGH,4.6,14,3,3,201,N,1928,na,
HWB10,53C1583,ALHAMBRA WASH,6.7,14,2,2,201,N,1937,na,
HWB10,06C0184,LUDWIG GULCH,5.8,14,2,2,201,N,1965,na,
HWB10,46C0289,PORTER SLOUGH,9.8,14,3,3,201,N,1951,na,
HWB10,46C0291,PORTER SLOUGH,9.8,14,3,3,201,N,1953,na,
HWB10,46C0424,PORTER SLOUGH,6.7,14,2,2,201,N,1953,na,
HWB10,28C0150,PEYTON SLOUGH,4.6,14,3,3,201,N,1955,na,
HWB10,20C0180,PINER CREEK,5.2,14,3,3,201,N,1960,na,
HWB10,06C0140,WEST BRANCH CHURN CREEK,4.6,14,3,3,201,N,1974,na,
HWB10,46C0068,DEEP CREEK,6.7,14,2,2,201,N,1963,na,
HWB10,39C0216,OUTSIDE CANAL,6.7,14,2,2,201,N,1965,na,
HWB10,12C0139,BRANCH WYMAN RAVINE,6.7,14,2,2,201,N,1974,na,
HWB10,46C0353,TRAVER CANAL,4.6,13.9,3,3,201,N,1923,na,
HWB10,11 0013,BRUSH CANAL,6.4,13.7,2,2,201,N,1963,na,
HWB10,53C0909,RUBIO WASH,6.7,13.7,2,2,204,N,1932,na,
HWB10,30C0047,HAUPT CREEK,6.6,13.7,2,2,204,N,1917,na,
HWB10,06C0061,SPRING BRANCH CREEK,4.3,13.7,3,3,201,N,1918,na,
HWB10,32C0038,EAGLE CREEK,6.4,13.7,2,2,201,N,1925,na,
HWB10,06C0303,SOUTH FORK BEAR CREEK,6.7,13.7,2,2,201,N,1960,na,
HWB10,38C0068,M.I.D. LATERAL #6,5.5,13.7,4,4,201,N,1938,na,
HWB10,22C0133,OAT CREEK,6.4,13.7,2,2,201,N,1945,na,
HWB10,49I0005,STENNER CREEK,9,13.7,3,3,201,N,1947,na,
HWB10,39C0333,CCID MAIN CANAL,4.9,13.7,3,3,201,N,1968,na,
HWB10,50C0015,BEARDSLEY CANAL,6.7,13.7,2,2,201,N,1951,na,
HWB10,42C0534,HERNDON CANAL,6.7,13.7,2,2,201,N,1964,na,
HWB10,38C0223,T.I.D. CERES MAIN CANAL,6.7,13.7,2,2,201,N,1967,na,
HWB10,21 0003,TULUCAY CREEK,6.5,13.6,2,2,204,N,1944,na,
HWB10,39C0161,CANAL CREEK,6.4,13.6,2,2,201,N,1973,na,
HWB10,53C0630,LOS CERRITOS LINE E CHAN,6.98,13.44,2,2,201,N,1955,na,
HWB10,46 0113,EAST BRANCH BIG CANAL,4.3,13.4,3,3,201,N,1971,na,
HWB10,55 0070,BREA CREEK CHANNEL,6.1,13.4,2,2,201,N,1953,na,
HWB10,37 0009,MILLER SLOUGH,6.1,13.4,2,2,204,N,1955,na,
HWB10,37C0757,PENITENCIA CREEK,6.4,13.4,2,2,204,N,1915,na,
HWB10,11C0042,WHITE CABIN CREEK,6.4,13.4,2,2,203,N,1950,na,
HWB10,57C0601,PACIFIC TERRACE (CASSIDY ST),6.4,13.4,2,2,204,N,1927,na,
HWB10,25C0085,JOHNTOWN CREEK,6.4,13.4,2,2,203,N,1928,na,
HWB10,11C0151,VANSYCKLE SLOUGH,6.7,13.4,2,2,203,N,1930,na,
HWB10,12C0314,CHANNEL SLOUGH,6.4,13.4,2,2,204,N,1936,na,
HWB10,30C0072,WARREN CREEK,4.3,13.4,3,3,201,N,1938,na,
HWB10,42C0448,FOWLER SWITCH CANAL,7.3,13.4,3,3,201,N,1938,na,
HWB10,38C0283,M.I.D. LATERAL #4,4.3,13.4,3,3,201,N,1944,na,
HWB10,11C0079,AFTON DRAIN,6.4,13.4,2,2,203,N,1940,na,
HWB10,37C0009,MARCELLA DITCH,6.4,13.4,2,2,201,N,1948,na,
HWB10,42C0374,GRANT CANAL,6.6,13.4,2,2,201,N,1949,na,
HWB10,42C0224,MILL DITCH,6.7,13.4,2,2,201,N,1959,na,
HWB10,39C0204,GARZAS CREEK,6.1,13.4,2,2,201,N,1969,na,
HWB10,24C0171,ELDER CREEK,5.9,13.2,2,2,201,N,1950,na,
HWB10,12 0029,CAMPBELL CREEK,6.4,13.1,2,2,204,N,1971,na,
HWB10,08 0003,DEER CREEK OVERFLOW,6.1,13.1,2,2,204,N,1952,na,
HWB10,46 0119,INSIDE CREEK,4.3,13.1,3,3,201,N,1970,na,
HWB10,56 0221,D-10 CANAL,4.9,13.1,3,3,201,N,1971,na,
HWB10,56 0182,ANTSELL ROCK CREEK,6.1,13.1,2,2,201,N,1958,na,
HWB10,56 0183,SERVO CREEK,6.4,13.1,2,2,201,N,1958,na,
HWB10,42C0090,FOWLER SWITCH CANAL,6.4,13.1,2,2,204,N,1941,na,
HWB10,20C0063,NORTH BRANCH LAGUNA DE SANTA ROSA,5.5,13.1,3,3,201,N,1928,na,
HWB10,15C0043,SOUTH BRANCH BRUSH CREEK,6.1,13.1,2,2,204,N,1936,na,
HWB10,42C0105,MILL DITCH,4.1,13.1,3,3,201,N,1970,na,
HWB10,20C0114,GOSSAGE CREEK,6.8,13.1,2,2,204,N,1950,na,
HWB10,27C0078,ROSS CREEK,6.6,13.1,3,3,201,N,1930,na,
HWB10,29C0178,TEMPLE CREEK,4,13.1,3,3,201,N,1971,na,
HWB10,46C0303,PORTER SLOUGH,6.1,13.1,2,2,201,N,1945,na,
HWB10,12C0381,MAIN DRAIN,6.1,13.1,2,2,201,N,1950,na,
HWB10,37C0221,ADOBE CREEK,6.6,13.1,2,2,201,N,1958,na,
